Load (N)	Extension (mm)
-59.752	-9.1911
-60.188	-9.2667
-60.624	-9.3422
-61.059	-9.4177
-61.495	-9.4932
-61.931	-9.5687
-62.366	-9.6442
-62.802	-9.7197
-63.238	-9.7952
-63.674	-9.8707
-64.109	-9.9462
-64.545	-10.022
-64.981	-10.097
-65.416	-10.173
-65.852	-10.248
-66.288	-10.324
-66.724	-10.399
-67.159	-10.475
-67.595	-10.550
-68.031	-10.626
-68.467	-10.701
-68.902	-10.777
-69.338	-10.852
-69.774	-10.928
-70.209	-11.003
-70.645	-11.079
-71.081	-11.154
-71.517	-11.230
-71.952	-11.306
-72.388	-11.381
-72.824	-11.457
-73.259	-11.532
-73.695	-11.608
-74.131	-11.683
-74.567	-11.759
-75.002	-11.834
-75.438	-11.910
-75.874	-11.985
-76.326	-12.061
-76.779	-12.136
-77.232	-12.212
-77.685	-12.288
-78.137	-12.363
-78.590	-12.439
-79.043	-12.514
-79.496	-12.590
-79.949	-12.665
-80.401	-12.741
-80.854	-12.816
-81.307	-12.892
-81.760	-12.968
-82.213	-13.043
-82.665	-13.119
-83.118	-13.194
-83.571	-13.270
-84.024	-13.346
-84.477	-13.421
-84.929	-13.497
-85.382	-13.572
-85.835	-13.648
-86.288	-13.724
-86.741	-13.799
-87.193	-13.875
-87.646	-13.950
-88.099	-14.026
-88.552	-14.102
-89.005	-14.177
-89.457	-14.253
-89.910	-14.328
-90.342	-14.404
-90.756	-14.480
-91.170	-14.555
-91.585	-14.631
-91.999	-14.706
-92.413	-14.782
-92.827	-14.858
-93.242	-14.933
-93.656	-15.009
-94.070	-15.085
-94.484	-15.160
-94.898	-15.236
-95.313	-15.311
-95.727	-15.387
-96.141	-15.463
-96.555	-15.538
-96.970	-15.614
-97.384	-15.690
-97.798	-15.765
-98.212	-15.841
-98.627	-15.917
-99.041	-15.992
-99.455	-16.068
-99.869	-16.143
-100.28	-16.219
-100.70	-16.295
-101.11	-16.370
-101.53	-16.446
-101.94	-16.521
-102.35	-16.597
-102.79	-16.672
-103.28	-16.748
-103.78	-16.823
-104.27	-16.899
-104.77	-16.974
-105.26	-17.050
-105.76	-17.125
-106.26	-17.201
-106.75	-17.276
-107.25	-17.352
-107.74	-17.427
-108.24	-17.503
-108.73	-17.579
-109.23	-17.654
-109.72	-17.730
-110.22	-17.805
-110.71	-17.881
-111.21	-17.956
-111.70	-18.032
-112.20	-18.107
-112.70	-18.183
-113.19	-18.258
-113.69	-18.334
-114.20	-18.409
-115.01	-18.485
-115.81	-18.560
-116.62	-18.636
-117.42	-18.712
-118.23	-18.787
-119.03	-18.863
-120.06	-18.938
-121.36	-19.014
-122.69	-19.089
-124.13	-19.165
-125.58	-19.240
-127.02	-19.316
-128.45	-19.391
-129.84	-19.466
-131.23	-19.539
-132.63	-19.614
-134.02	-19.690
-135.41	-19.765
-136.81	-19.841
-138.20	-19.916
-139.59	-19.992
-140.62	-20.067
-141.37	-20.143
-142.11	-20.218
-142.86	-20.294
-143.61	-20.369
-144.35	-20.445
-145.10	-20.520
-145.85	-20.596
-146.59	-20.671
-147.34	-20.747
-148.09	-20.822
-148.84	-20.898
-149.58	-20.973
-150.33	-21.049
-151.08	-21.124
-151.82	-21.200
-152.61	-21.275
-157.05	-21.351
-164.29	-21.426
-174.55	-21.502
-185.17	-21.577
-196.04	-21.653
-201.54	-21.729
-207.05	-21.804
-212.55	-21.880
-218.05	-21.955
-228.10	-22.031
-240.51	-22.106
-252.92	-22.181
-265.33	-22.257
-276.27	-22.332
-286.83	-22.407
-297.39	-22.482
-307.95	-22.558
-318.52	-22.633
-329.08	-22.708
-339.64	-22.783
-350.20	-22.859
-360.77	-22.934
-371.33	-23.009
-381.89	-23.084
-392.46	-23.160
-403.02	-23.235
-413.58	-23.310
-424.14	-23.385
-434.71	-23.460
-445.27	-23.535
-454.25	-23.610
-454.76	-23.685
-466.28	-23.760
-489.80	-23.835
-504.68	-23.868
-491.93	-23.828
-470.77	-23.855
-495.91	-23.876
-521.06	-23.893
-484.84	-23.831
-405.40	-23.758
-362.76	-23.687
-301.32	-23.617
-270.89	-23.547
-240.46	-23.475
-210.03	-23.400
-179.60	-23.324
-149.17	-23.249
-118.73	-23.173
-117.37	-23.098
-117.04	-23.022
-116.72	-22.946
-116.40	-22.871
-116.08	-22.795
-115.75	-22.720
-115.43	-22.644
-115.11	-22.569
-114.79	-22.493
-114.46	-22.418
-114.14	-22.342
-113.82	-22.267
-113.50	-22.191
-113.18	-22.115
-112.85	-22.040
-112.53	-21.964
-112.21	-21.889
-111.89	-21.813
-111.56	-21.738
-111.24	-21.662
-110.92	-21.587
-110.60	-21.511
-110.28	-21.435
-109.95	-21.360
-109.63	-21.284
-109.31	-21.209
-108.99	-21.133
-108.66	-21.058
-108.34	-20.982
-108.02	-20.907
-107.70	-20.831
-107.38	-20.756
-107.05	-20.680
-106.73	-20.604
-106.41	-20.529
-106.09	-20.453
-105.76	-20.378
-105.44	-20.302
-105.12	-20.227
-104.80	-20.151
-104.47	-20.076
-104.15	-20.000
-103.83	-19.924
-103.51	-19.849
-103.19	-19.773
-102.86	-19.698
-102.54	-19.622
-102.22	-19.547
-101.90	-19.471
-101.57	-19.396
-92.250	-19.320
-80.691	-19.245
-80.275	-19.169
-79.860	-19.093
-79.444	-19.018
-79.029	-18.942
-78.614	-18.867
-78.198	-18.791
-77.783	-18.716
-77.367	-18.640
-76.952	-18.565
-76.537	-18.489
-76.121	-18.413
-75.706	-18.338
-75.290	-18.262
-74.875	-18.187
-74.459	-18.111
-74.026	-18.036
-73.496	-17.960
-72.966	-17.885
-72.437	-17.809
-71.907	-17.734
-71.377	-17.658
-70.857	-17.582
-70.429	-17.507
-70.002	-17.431
-69.575	-17.356
-69.147	-17.280
-68.720	-17.205
-68.293	-17.129
-67.865	-17.054
-67.438	-16.978
-67.011	-16.903
-66.583	-16.827
-66.341	-16.752
-66.214	-16.676
-66.087	-16.601
-65.959	-16.525
-65.832	-16.450
-65.705	-16.374
-65.578	-16.299
-65.450	-16.223
-65.323	-16.147
-65.196	-16.072
-65.069	-15.996
-64.941	-15.921
-64.814	-15.845
-63.929	-15.770
-62.992	-15.694
-62.056	-15.619
-61.120	-15.543
-60.184	-15.468
-59.556	-15.392
-59.348	-15.317
-59.139	-15.241
-58.931	-15.166
-58.723	-15.090
-58.514	-15.015
-58.306	-14.939
-58.098	-14.863
-57.889	-14.788
-57.681	-14.712
-57.472	-14.637
-57.264	-14.561
-57.056	-14.486
-56.847	-14.410
-56.639	-14.335
-56.431	-14.259
-56.222	-14.183
-56.014	-14.108
-55.805	-14.032
-55.096	-13.957
-54.152	-13.881
-53.207	-13.806
-52.263	-13.730
-51.318	-13.654
-50.374	-13.579
-49.429	-13.503
-48.875	-13.428
-48.692	-13.352
-48.508	-13.277
-48.324	-13.201
-48.141	-13.125
-47.957	-13.050
-47.774	-12.974
-47.590	-12.898
-47.406	-12.822
-47.223	-12.746
-47.039	-12.671
-46.855	-12.596
-46.672	-12.522
-46.488	-12.447
-46.305	-12.371
-46.121	-12.296
-45.638	-12.220
-44.884	-12.144
-44.130	-12.069
-43.376	-11.993
-42.622	-11.918
-41.868	-11.842
-41.114	-11.766
-40.360	-11.691
-39.606	-11.615
-38.938	-11.540
-38.743	-11.464
-38.548	-11.388
-38.352	-11.313
-38.157	-11.237
-37.962	-11.162
-37.767	-11.086
-37.572	-11.010
-37.377	-10.935
-37.181	-10.859
-36.986	-10.784
-36.791	-10.708
-36.596	-10.632
-36.401	-10.557
-36.053	-10.481
-35.692	-10.406
-35.331	-10.330
-34.969	-10.255
-34.608	-10.179
-34.247	-10.104
-33.886	-10.028
-33.314	-9.9525
-32.672	-9.8770
-32.031	-9.8015
-31.390	-9.7260
-30.749	-9.6504
-30.108	-9.5749
-29.467	-9.4994
-28.825	-9.4239
-28.365	-9.3484
-28.097	-9.2728
-27.828	-9.1973
-27.559	-9.1218
-27.291	-9.0463
-27.022	-8.9708
-26.753	-8.8952
-26.485	-8.8197
-26.216	-8.7442
-25.947	-8.6687
-25.758	-8.5932
-25.630	-8.5177
-25.503	-8.4421
-25.375	-8.3666
-25.247	-8.2911
-25.120	-8.2156
-24.992	-8.1401
-24.598	-8.0645
-23.797	-7.9890
-22.996	-7.9135
-22.195	-7.8380
-21.394	-7.7625
-20.593	-7.6869
-19.955	-7.6114
-19.644	-7.5351
-19.334	-7.4561
-19.023	-7.3792
-18.713	-7.3040
-18.402	-7.2288
-18.092	-7.1536
-17.781	-7.0783
-17.471	-7.0031
-17.161	-6.9279
-16.850	-6.8526
-16.540	-6.7774
-16.229	-6.7022
-15.919	-6.6270
-15.608	-6.5517
-15.298	-6.4765
-15.130	-6.4013
-14.979	-6.3260
-14.828	-6.2508
-14.677	-6.1756
-14.526	-6.1002
-14.375	-6.0246
-13.702	-5.9491
-12.924	-5.8735
-12.145	-5.7980
-11.366	-5.7224
-10.588	-5.6469
-9.8089	-5.5713
-9.0303	-5.4957
-8.5798	-5.4202
-8.2952	-5.3446
-8.0106	-5.2691
-7.7259	-5.1935
-7.4413	-5.1180
-7.1566	-5.0424
-6.8720	-4.9668
-6.5874	-4.8913
-6.3027	-4.8157
-6.0181	-4.7402
-5.7334	-4.6646
-5.4488	-4.5891
-5.1641	-4.5135
-4.8795	-4.4380
-4.5949	-4.3624
-4.3102	-4.2868
-4.1566	-4.2113
-4.0656	-4.1357
-3.9746	-4.0602
-3.8835	-3.9846
-3.7925	-3.9090
-3.7015	-3.8333
-3.6105	-3.7577
-3.5194	-3.6821
-2.8176	-3.6064
-2.0895	-3.5308
-1.3613	-3.4551
-0.63319	-3.3795
0.094953	-3.3038
0.82310	-3.2282
1.5512	-3.1525
1.8336	-3.0769
1.9988	-3.0013
2.1639	-2.9256
2.3291	-2.8500
2.4942	-2.7743
2.6594	-2.6987
2.8245	-2.6230
2.9897	-2.5474
3.1548	-2.4717
3.3200	-2.3935
3.4851	-2.3176
3.6503	-2.2422
3.7868	-2.1667
3.6961	-2.0912
3.6053	-2.0157
3.5146	-1.9403
3.4238	-1.8648
4.1056	-1.7893
5.1160	-1.7138
6.1264	-1.6384
7.1368	-1.5629
8.1473	-1.4874
9.1577	-1.4119
10.168	-1.3365
11.178	-1.2610
11.322	-1.1855
11.451	-1.1100
11.580	-1.0346
11.709	-0.95908
11.838	-0.88361
11.967	-0.80813
12.095	-0.73266
12.224	-0.65718
12.353	-0.58170
12.482	-0.50623
12.611	-0.43075
12.740	-0.35528
12.869	-0.27974
12.998	-0.20420
13.660	-0.12865
14.610	-0.053110
15.560	0.022434
16.510	0.097978
17.460	0.17352
18.411	0.24907
18.862	0.32461
18.961	0.40015
19.059	0.47570
19.158	0.55124
19.257	0.62679
19.355	0.70233
19.454	0.77788
19.552	0.85342
19.651	0.92896
19.750	1.0045
19.848	1.0801
19.947	1.1556
20.046	1.2311
20.665	1.3067
21.338	1.3822
22.011	1.4578
22.685	1.5333
23.358	1.6089
24.031	1.6844
24.705	1.7600
25.258	1.8355
25.293	1.9110
25.328	1.9866
25.362	2.0621
25.397	2.1377
25.431	2.2132
25.466	2.2888
25.501	2.3643
25.535	2.4398
25.845	2.5154
26.631	2.5909
27.416	2.6665
28.201	2.7420
28.986	2.8176
29.772	2.8931
30.557	2.9687
31.228	3.0442
31.439	3.1197
31.649	3.1953
31.860	3.2708
32.071	3.3464
32.282	3.4219
32.493	3.4975
32.704	3.5730
32.915	3.6486
33.126	3.7241
33.898	3.7996
34.786	3.8752
35.674	3.9507
36.562	4.0263
37.262	4.1018
37.699	4.1774
38.137	4.2529
38.574	4.3285
39.011	4.4040
39.448	4.4795
39.886	4.5551
40.323	4.6306
40.760	4.7062
41.198	4.7817
41.635	4.8573
42.072	4.9328
42.509	5.0084
42.947	5.0838
43.133	5.1593
43.176	5.2348
43.218	5.3103
43.260	5.3857
43.303	5.4612
43.345	5.5367
43.388	5.6122
43.430	5.6876
43.473	5.7631
43.744	5.8386
44.655	5.9140
45.567	5.9895
46.479	6.0650
47.391	6.1405
48.303	6.2159
49.121	6.2914
49.565	6.3669
50.009	6.4424
50.452	6.5178
50.896	6.5933
51.339	6.6688
51.783	6.7442
52.227	6.8197
52.670	6.8952
53.114	6.9707
53.275	7.0461
53.378	7.1216
53.480	7.1971
53.582	7.2726
53.685	7.3480
53.787	7.4236
53.889	7.4992
53.991	7.5749
54.094	7.6505
54.196	7.7262
54.717	7.8018
55.283	7.8775
55.848	7.9532
56.414	8.0288
56.980	8.1045
57.546	8.1801
58.111	8.2558
58.677	8.3315
59.243	8.4071
59.808	8.4828
60.374	8.5584
60.940	8.6341
61.420	8.7097
61.605	8.7854
61.790	8.8611
61.975	8.9366
62.160	9.0121
62.345	9.0875
62.530	9.1630
62.715	9.2384
62.899	9.3139
63.689	9.3893
64.507	9.4648
65.325	9.5403
66.143	9.6157
66.961	9.6912
67.779	9.7666
68.597	9.8421
68.953	9.9153
69.185	9.9811
69.416	10.048
69.648	10.152
69.879	10.231
70.110	10.305
70.342	10.379
70.573	10.454
70.805	10.528
71.036	10.602
71.267	10.676
71.499	10.751
71.771	10.825
72.380	10.899
72.990	10.973
73.599	11.049
74.209	11.124
74.818	11.200
75.428	11.276
76.302	11.351
77.451	11.427
78.600	11.502
79.169	11.578
79.530	11.653
79.890	11.729
80.251	11.805
80.611	11.880
80.972	11.956
81.332	12.031
81.693	12.107
82.053	12.183
82.414	12.258
82.774	12.334
83.135	12.409
83.496	12.485
83.856	12.560
84.217	12.636
84.577	12.712
84.938	12.787
85.298	12.863
85.659	12.938
86.019	13.014
86.380	13.090
86.741	13.165
87.101	13.241
87.462	13.316
87.822	13.392
88.183	13.467
88.543	13.543
88.904	13.619
89.504	13.694
90.252	13.770
91.000	13.845
91.748	13.921
92.496	13.997
93.243	14.072
93.849	14.148
94.340	14.223
94.832	14.299
95.323	14.374
95.815	14.450
96.306	14.526
96.798	14.601
97.125	14.677
97.193	14.752
97.261	14.828
97.329	14.903
97.397	14.979
97.466	15.055
97.534	15.130
97.602	15.206
97.965	15.281
98.473	15.357
98.980	15.433
99.488	15.508
99.996	15.584
100.50	15.659
101.01	15.735
101.52	15.810
102.03	15.886
102.53	15.962
103.04	16.037
103.55	16.113
104.06	16.188
104.57	16.264
105.07	16.340
105.58	16.415
106.09	16.491
106.60	16.566
107.10	16.642
107.41	16.717
107.70	16.793
107.99	16.869
108.28	16.944
108.57	17.020
108.86	17.095
109.15	17.171
109.52	17.246
110.17	17.322
110.82	17.398
111.47	17.473
112.12	17.549
112.77	17.624
113.42	17.700
114.07	17.776
114.72	17.851
115.38	17.927
116.03	18.002
116.68	18.078
117.37	18.153
118.08	18.229
118.79	18.305
119.51	18.380
120.22	18.456
120.93	18.531
121.65	18.607
122.36	18.683
123.07	18.758
123.69	18.834
124.05	18.909
124.42	18.985
124.78	19.060
125.14	19.136
125.50	19.212
125.86	19.287
126.22	19.363
126.58	19.439
126.94	19.515
127.30	19.590
127.66	19.666
128.03	19.742
128.39	19.817
128.94	19.893
129.49	19.969
130.04	20.044
130.59	20.120
131.23	20.195
131.92	20.271
132.62	20.347
133.32	20.422
134.01	20.498
134.45	20.573
134.75	20.649
135.05	20.724
135.34	20.800
135.64	20.876
135.94	20.951
136.24	21.027
136.54	21.102
136.84	21.178
137.14	21.253
137.44	21.329
137.74	21.405
138.04	21.480
138.34	21.556
138.64	21.631
138.94	21.707
140.17	21.782
141.87	21.858
143.57	21.933
144.05	22.009
144.41	22.085
144.76	22.160
145.12	22.236
145.48	22.311
145.84	22.387
146.20	22.462
146.56	22.538
146.92	22.614
147.28	22.689
147.64	22.765
148.00	22.840
148.35	22.916
148.71	22.991
149.07	23.067
149.43	23.143
149.79	23.218
150.15	23.294
150.51	23.369
150.87	23.445
151.23	23.520
151.71	23.596
152.38	23.671
153.06	23.747
153.73	23.822
154.29	23.898
154.78	23.973
155.26	24.049
155.74	24.124
156.22	24.199
156.70	24.275
157.18	24.350
157.66	24.426
158.15	24.501
158.63	24.576
159.11	24.652
159.59	24.727
160.07	24.803
160.55	24.879
161.03	24.954
161.51	25.030
162.00	25.105
162.48	25.181
163.20	25.256
164.36	25.332
165.51	25.407
166.67	25.483
167.82	25.558
168.39	25.634
168.91	25.709
169.44	25.785
169.97	25.861
170.50	25.936
171.03	26.012
171.56	26.087
172.09	26.163
172.62	26.238
173.15	26.314
173.68	26.389
174.21	26.465
174.74	26.540
175.26	26.616
175.79	26.691
176.32	26.767
176.85	26.843
177.38	26.918
178.06	26.994
179.33	27.069
180.60	27.145
181.87	27.220
183.14	27.296
184.21	27.371
184.67	27.447
185.13	27.522
185.59	27.598
186.04	27.673
186.50	27.749
186.96	27.825
187.42	27.900
187.88	27.976
188.34	28.051
188.79	28.127
189.25	28.202
189.71	28.278
190.17	28.353
190.63	28.429
191.09	28.504
191.54	28.580
192.00	28.655
192.46	28.731
192.92	28.807
193.38	28.882
193.84	28.958
194.29	29.033
194.75	29.109
195.21	29.184
196.24	29.260
198.01	29.335
199.77	29.411
201.54	29.486
203.31	29.562
205.08	29.637
206.84	29.713
208.61	29.789
210.23	29.864
211.10	29.940
211.97	30.015
212.84	30.091
213.72	30.166
214.59	30.242
215.46	30.317
216.33	30.393
217.20	30.469
218.07	30.544
218.94	30.620
219.81	30.695
220.69	30.771
221.51	30.846
222.28	30.922
223.06	30.998
223.83	31.073
224.61	31.149
225.38	31.224
226.16	31.300
226.93	31.375
227.70	31.451
228.48	31.527
229.53	31.602
230.80	31.678
232.06	31.753
233.33	31.829
234.59	31.904
235.86	31.980
237.12	32.056
238.39	32.131
239.66	32.207
240.92	32.282
242.19	32.358
243.45	32.433
244.72	32.509
245.98	32.585
247.25	32.660
248.61	32.736
250.02	32.811
251.43	32.887
252.83	32.962
254.24	33.038
255.65	33.114
257.05	33.189
258.46	33.265
259.87	33.340
261.27	33.415
262.68	33.491
264.09	33.566
265.50	33.642
266.90	33.717
268.31	33.792
269.72	33.868
271.12	33.943
272.53	34.018
273.94	34.094
275.34	34.169
276.75	34.245
278.16	34.320
279.57	34.395
280.86	34.471
282.06	34.546
283.26	34.622
284.46	34.698
285.65	34.774
288.28	34.850
292.04	34.926
295.80	35.002
299.55	35.078
303.31	35.153
306.66	35.229
309.75	35.304
312.84	35.380
315.93	35.455
319.02	35.530
322.11	35.606
325.20	35.681
328.29	35.757
331.38	35.832
334.47	35.908
337.56	35.983
340.65	36.059
343.74	36.134
346.82	36.210
349.71	36.285
352.02	36.361
354.32	36.436
356.63	36.512
358.94	36.587
361.25	36.663
364.09	36.738
369.04	36.814
373.98	36.889
378.93	36.965
383.88	37.040
388.82	37.115
393.77	37.191
398.72	37.266
403.66	37.342
408.61	37.417
413.56	37.493
418.75	37.568
425.11	37.644
431.47	37.719
437.83	37.795
444.19	37.870
450.55	37.945
456.91	38.021
463.26	38.096
469.62	38.171
475.98	38.247
482.34	38.322
488.75	38.398
493.61	38.458
477.46	38.375
421.13	38.298
387.42	38.226
366.94	38.154
347.42	38.082
338.26	38.006
329.10	37.931
319.95	37.855
310.79	37.780
301.63	37.705
292.47	37.629
283.31	37.554
274.16	37.478
265.00	37.403
256.99	37.327
254.93	37.252
252.86	37.176
250.80	37.101
248.74	37.025
246.67	36.950
244.61	36.874
242.55	36.799
240.49	36.723
238.42	36.648
236.36	36.572
234.30	36.497
232.23	36.421
230.17	36.346
228.11	36.271
226.05	36.195
223.98	36.120
221.92	36.044
219.86	35.969
217.79	35.893
215.73	35.818
213.67	35.742
211.60	35.667
209.54	35.591
207.48	35.516
205.42	35.440
203.35	35.365
201.29	35.289
199.23	35.214
197.16	35.138
195.10	35.063
195.79	34.987
201.69	34.912
200.92	34.836
200.14	34.761
199.36	34.686
198.58	34.610
197.81	34.535
197.03	34.459
196.25	34.384
195.47	34.308
194.70	34.233
193.92	34.157
193.14	34.082
192.36	34.006
191.59	33.931
190.81	33.855
190.03	33.779
189.25	33.704
188.48	33.628
187.70	33.553
186.92	33.477
186.14	33.402
185.36	33.326
184.59	33.251
183.81	33.175
183.03	33.100
182.25	33.024
181.48	32.949
180.70	32.873
179.92	32.797
179.14	32.722
178.37	32.646
177.59	32.571
176.81	32.495
176.03	32.420
175.26	32.344
174.48	32.269
173.70	32.193
172.92	32.118
172.15	32.042
171.37	31.967
170.59	31.891
169.81	31.815
169.03	31.740
168.26	31.664
167.48	31.589
166.70	31.513
165.92	31.438
164.94	31.362
163.93	31.287
162.93	31.211
161.92	31.136
160.91	31.060
160.07	30.984
159.53	30.909
158.99	30.833
158.45	30.758
157.91	30.682
157.37	30.607
156.84	30.531
156.30	30.456
155.76	30.380
155.22	30.305
154.68	30.229
154.14	30.154
153.60	30.078
153.06	30.002
152.52	29.927
151.98	29.851
151.44	29.776
150.91	29.700
150.37	29.625
149.83	29.549
149.29	29.474
148.75	29.398
148.21	29.322
147.67	29.247
147.13	29.171
146.59	29.096
146.05	29.020
145.51	28.945
144.98	28.869
144.44	28.793
143.90	28.718
143.36	28.642
142.82	28.567
142.28	28.491
141.74	28.416
141.20	28.340
140.66	28.265
140.12	28.189
139.58	28.113
139.05	28.038
138.51	27.962
137.97	27.887
137.43	27.811
136.89	27.736
136.35	27.660
135.81	27.585
135.27	27.509
134.73	27.433
134.19	27.358
133.65	27.282
133.12	27.207
132.58	27.131
132.04	27.056
131.50	26.980
130.96	26.904
130.42	26.829
129.88	26.753
129.34	26.678
128.80	26.602
128.26	26.527
127.72	26.451
127.18	26.376
126.65	26.300
126.11	26.224
125.57	26.149
125.03	26.073
124.49	25.998
123.95	25.922
123.41	25.847
122.87	25.771
122.33	25.695
121.83	25.620
121.34	25.544
120.86	25.469
120.37	25.393
119.88	25.318
119.39	25.242
118.90	25.167
118.41	25.091
117.92	25.015
117.43	24.940
116.94	24.864
116.45	24.789
115.96	24.713
115.47	24.638
114.98	24.562
114.49	24.487
114.00	24.411
113.52	24.335
113.03	24.260
112.54	24.184
112.05	24.109
111.56	24.033
111.07	23.958
110.58	23.882
110.09	23.806
109.60	23.731
109.11	23.655
108.62	23.580
108.13	23.504
107.64	23.429
107.15	23.353
106.67	23.278
106.18	23.202
105.69	23.126
105.20	23.051
104.71	22.975
104.22	22.900
103.73	22.824
103.24	22.749
102.75	22.673
102.26	22.597
101.77	22.520
101.28	22.443
100.79	22.366
100.30	22.292
99.815	22.217
99.325	22.142
98.836	22.067
98.347	21.992
97.858	21.916
97.368	21.840
96.879	21.765
96.390	21.689
95.900	21.614
95.411	21.538
94.922	21.463
94.432	21.387
93.943	21.312
93.454	21.236
92.964	21.160
92.475	21.085
91.986	21.009
91.496	20.934
91.007	20.858
90.544	20.783
90.084	20.707
89.625	20.632
89.166	20.556
88.707	20.480
88.248	20.405
87.789	20.329
87.330	20.254
86.871	20.178
86.412	20.103
85.953	20.027
85.494	19.952
85.035	19.876
84.576	19.800
84.117	19.725
83.658	19.649
83.199	19.574
82.740	19.498
82.281	19.423
81.822	19.347
81.363	19.272
80.903	19.196
80.444	19.120
79.985	19.045
79.526	18.969
79.067	18.894
78.608	18.818
78.149	18.743
77.690	18.667
77.231	18.592
76.772	18.516
76.313	18.440
75.854	18.365
75.395	18.289
74.936	18.214
74.477	18.138
74.018	18.063
73.559	17.987
73.103	17.912
72.658	17.836
72.213	17.760
71.769	17.685
71.324	17.609
70.879	17.534
70.434	17.458
69.989	17.383
69.544	17.307
69.099	17.232
68.655	17.156
68.210	17.080
67.765	17.005
67.320	16.929
66.875	16.854
66.430	16.778
65.985	16.703
65.540	16.627
65.096	16.552
64.651	16.476
64.206	16.401
63.761	16.325
63.316	16.249
62.871	16.174
62.426	16.098
61.982	16.023
61.537	15.947
61.092	15.872
60.647	15.796
60.220	15.721
59.806	15.645
59.392	15.569
58.978	15.494
58.564	15.418
58.149	15.343
57.735	15.267
57.321	15.192
56.907	15.116
56.493	15.041
56.079	14.965
55.665	14.889
55.250	14.814
54.836	14.738
54.422	14.663
54.008	14.587
53.594	14.512
53.180	14.436
52.766	14.361
52.351	14.285
51.937	14.209
51.523	14.134
51.109	14.058
50.695	13.982
50.281	13.907
49.866	13.831
49.452	13.755
49.038	13.679
48.624	13.603
48.210	13.527
47.796	13.451
47.382	13.376
46.967	13.300
46.553	13.224
46.139	13.149
45.725	13.073
45.311	12.998
44.897	12.923
44.483	12.847
44.068	12.772
43.654	12.696
43.240	12.621
42.826	12.546
42.412	12.470
41.998	12.395
41.583	12.319
41.169	12.244
40.755	12.169
40.341	12.093
39.927	12.018
39.513	11.942
39.099	11.867
38.684	11.791
38.270	11.716
37.856	11.640
37.442	11.564
