Load (N)	Extension (mm)
15.039	1.8043
15.100	1.8306
15.161	1.8568
15.222	1.8830
15.284	1.9092
15.345	1.9354
15.537	1.9616
15.824	1.9879
16.110	2.0141
16.397	2.0403
16.684	2.0665
16.970	2.0927
17.257	2.1190
17.543	2.1452
17.830	2.1714
18.117	2.1976
18.403	2.2238
18.690	2.2500
18.976	2.2763
19.263	2.3025
19.550	2.3287
19.836	2.3549
20.123	2.3811
20.409	2.4074
20.696	2.4336
20.983	2.4598
21.269	2.4860
21.556	2.5122
21.842	2.5384
22.129	2.5647
22.247	2.5909
22.301	2.6171
22.356	2.6433
22.410	2.6695
22.465	2.6958
22.519	2.7220
22.574	2.7482
22.628	2.7744
22.683	2.8006
22.737	2.8268
22.792	2.8531
22.846	2.8793
22.901	2.9055
22.955	2.9317
23.010	2.9579
23.064	2.9842
23.119	3.0104
23.173	3.0366
23.228	3.0628
23.282	3.0890
23.337	3.1152
23.391	3.1415
23.446	3.1677
23.500	3.1939
23.555	3.2201
23.609	3.2463
23.664	3.2726
23.718	3.2988
23.773	3.3250
23.827	3.3512
23.881	3.3774
23.936	3.4036
23.990	3.4299
24.045	3.4561
24.099	3.4823
24.154	3.5085
24.208	3.5347
24.263	3.5610
24.413	3.5872
24.639	3.6134
24.865	3.6396
25.091	3.6658
25.318	3.6920
25.544	3.7183
25.770	3.7445
25.996	3.7707
26.222	3.7969
26.448	3.8231
26.674	3.8493
26.900	3.8755
27.126	3.9017
27.352	3.9279
27.578	3.9541
27.804	3.9803
28.030	4.0065
28.256	4.0327
28.482	4.0589
28.708	4.0850
28.934	4.1112
29.160	4.1374
29.387	4.1636
29.613	4.1898
29.839	4.2160
30.065	4.2422
30.291	4.2684
30.460	4.2946
30.578	4.3208
30.696	4.3469
30.814	4.3731
30.932	4.3993
31.050	4.4255
31.168	4.4517
31.285	4.4779
31.403	4.5041
31.521	4.5303
31.639	4.5565
31.757	4.5827
31.875	4.6088
31.993	4.6350
32.111	4.6612
32.229	4.6874
32.347	4.7136
32.464	4.7398
32.582	4.7660
32.700	4.7922
32.818	4.8184
32.936	4.8446
33.054	4.8707
33.172	4.8969
33.225	4.9231
33.245	4.9493
33.266	4.9755
33.287	5.0017
33.307	5.0279
33.328	5.0541
33.349	5.0803
33.369	5.1065
33.390	5.1326
33.411	5.1588
33.431	5.1850
33.452	5.2112
33.473	5.2374
33.493	5.2636
33.514	5.2898
33.535	5.3160
33.555	5.3422
33.612	5.3684
33.837	5.3945
34.063	5.4207
34.288	5.4469
34.513	5.4731
34.739	5.4993
34.964	5.5255
35.189	5.5517
35.415	5.5779
35.640	5.6041
35.865	5.6302
36.091	5.6564
36.316	5.6826
36.541	5.7088
36.767	5.7350
36.992	5.7612
37.217	5.7874
37.443	5.8136
37.668	5.8398
37.893	5.8660
38.119	5.8921
38.344	5.9183
38.569	5.9445
38.795	5.9707
39.020	5.9969
39.245	6.0231
39.357	6.0493
39.427	6.0755
39.498	6.1017
39.568	6.1279
39.638	6.1540
39.709	6.1802
39.779	6.2064
39.849	6.2326
39.919	6.2588
39.990	6.2850
40.060	6.3112
40.130	6.3374
40.200	6.3636
40.271	6.3898
40.341	6.4159
40.411	6.4421
40.482	6.4683
40.552	6.4945
40.622	6.5207
40.692	6.5469
40.763	6.5731
40.833	6.5993
40.903	6.6255
40.973	6.6517
41.044	6.6778
41.114	6.7040
41.184	6.7302
41.255	6.7564
41.325	6.7826
41.395	6.8088
41.465	6.8350
41.536	6.8612
41.606	6.8874
41.676	6.9135
41.747	6.9397
41.817	6.9659
41.887	6.9921
41.957	7.0183
42.076	7.0444
42.231	7.0706
42.387	7.0968
42.542	7.1230
42.698	7.1491
42.854	7.1753
43.009	7.2015
43.165	7.2277
43.320	7.2539
43.476	7.2800
43.631	7.3062
43.787	7.3324
43.942	7.3586
44.098	7.3848
44.254	7.4109
44.409	7.4371
44.565	7.4633
44.720	7.4895
44.876	7.5156
45.031	7.5418
45.187	7.5680
45.342	7.5942
45.498	7.6204
45.653	7.6465
45.809	7.6727
45.965	7.6989
46.120	7.7251
46.276	7.7512
46.431	7.7774
46.587	7.8036
46.742	7.8298
46.898	7.8560
47.053	7.8821
47.209	7.9083
47.365	7.9345
47.520	7.9607
47.676	7.9869
47.822	8.0130
47.968	8.0392
48.114	8.0654
48.261	8.0916
48.407	8.1177
48.553	8.1439
48.699	8.1701
48.845	8.1963
48.992	8.2225
49.138	8.2486
49.284	8.2748
49.430	8.3010
49.577	8.3270
49.723	8.3523
49.869	8.3776
50.015	8.4030
50.161	8.4283
50.308	8.4541
50.454	8.4803
50.600	8.5065
50.746	8.5327
50.893	8.5590
51.039	8.5852
51.185	8.6114
51.331	8.6376
51.477	8.6639
51.624	8.6901
51.770	8.7163
51.916	8.7425
52.062	8.7687
52.163	8.7950
52.251	8.8212
52.339	8.8474
52.427	8.8736
52.515	8.8999
52.602	8.9261
52.690	8.9523
52.778	8.9785
52.866	9.0047
52.954	9.0310
53.041	9.0572
53.129	9.0834
53.217	9.1096
53.305	9.1358
53.393	9.1621
53.481	9.1883
53.568	9.2145
53.656	9.2407
53.744	9.2670
53.832	9.2932
53.920	9.3194
54.007	9.3456
54.095	9.3718
54.183	9.3981
54.462	9.4243
54.758	9.4505
55.053	9.4767
55.349	9.5030
55.645	9.5292
55.941	9.5554
56.237	9.5816
56.533	9.6078
56.828	9.6341
57.124	9.6603
57.420	9.6865
57.716	9.7127
58.012	9.7389
58.308	9.7652
58.604	9.7914
58.899	9.8176
59.195	9.8438
59.366	9.8701
59.368	9.8963
59.370	9.9225
59.373	9.9487
59.375	9.9749
59.377	9.9975
59.379	10.017
59.381	10.012
57.547	9.9938
53.671	9.9601
51.270	9.9265
49.568	9.8956
49.083	9.8717
48.597	9.8478
48.112	9.8238
47.627	9.7999
47.141	9.7760
46.656	9.7520
46.170	9.7281
45.685	9.7042
45.200	9.6803
44.714	9.6546
44.229	9.6284
43.744	9.6022
43.447	9.5760
43.292	9.5498
43.138	9.5237
42.983	9.4975
42.828	9.4713
42.673	9.4451
42.519	9.4189
42.364	9.3927
42.209	9.3665
42.055	9.3403
41.900	9.3141
41.745	9.2879
41.591	9.2617
41.436	9.2355
41.281	9.2093
41.127	9.1831
40.972	9.1569
40.817	9.1307
40.662	9.1045
40.508	9.0784
40.353	9.0522
40.198	9.0260
40.044	8.9998
39.889	8.9736
39.734	8.9474
39.580	8.9212
39.425	8.8950
39.270	8.8688
39.116	8.8426
38.961	8.8164
38.806	8.7902
38.651	8.7640
38.497	8.7378
38.342	8.7116
38.187	8.6854
38.033	8.6592
37.878	8.6331
37.723	8.6069
37.569	8.5807
37.414	8.5545
37.259	8.5283
37.105	8.5021
36.950	8.4759
36.795	8.4497
36.640	8.4235
36.486	8.3973
36.331	8.3711
36.176	8.3449
36.022	8.3187
35.867	8.2925
35.712	8.2663
35.558	8.2401
35.403	8.2140
35.248	8.1878
35.094	8.1616
34.939	8.1354
34.784	8.1092
34.629	8.0830
34.475	8.0568
34.320	8.0306
34.165	8.0044
34.011	7.9782
33.856	7.9520
33.701	7.9258
33.547	7.8996
33.392	7.8734
33.237	7.8472
33.083	7.8210
32.928	7.7948
32.773	7.7687
32.618	7.7425
32.464	7.7163
32.309	7.6901
32.154	7.6639
32.000	7.6377
31.845	7.6115
31.690	7.5853
31.536	7.5591
31.381	7.5329
31.226	7.5067
31.072	7.4805
30.917	7.4543
30.762	7.4281
30.607	7.4019
30.453	7.3757
30.298	7.3496
30.143	7.3234
29.989	7.2972
29.834	7.2710
29.679	7.2448
29.525	7.2186
29.370	7.1924
29.215	7.1662
29.061	7.1400
28.906	7.1138
28.751	7.0876
28.596	7.0614
28.442	7.0352
28.287	7.0090
28.132	6.9828
27.978	6.9566
27.823	6.9304
27.668	6.9043
27.514	6.8781
27.359	6.8519
27.204	6.8257
27.050	6.7995
26.895	6.7733
26.740	6.7471
26.586	6.7209
26.431	6.6947
26.276	6.6685
26.121	6.6423
25.967	6.6161
25.812	6.5899
25.657	6.5637
